#Selection name: Selection 1
#Area (µm^2): 1591407.72
Cell ID,Cluster,Transcripts,Area (µm^2)
gpnigjdg-1,Cluster 1,0,29.03
gpknlnig-1,Cluster 3,0,30.11
oegpcmnk-1,Cluster 21,0,39.24
gpkobjdh-1,Cluster 3,0,16.23
gpnamjbo-1,Cluster 13,0,9.45
gpnanhpm-1,Cluster 3,0,18.86
gpnboknd-1,Cluster 7,0,19.19
bdelkcmn-1,Cluster 6,0,51.45
gplanamj-1,Cluster 17,0,93.52
gplabcmi-1,Cluster 8,0,23.72
gpkonahg-1,Cluster 3,0,27.67
gpkplaii-1,Cluster 21,0,24.36
gpnehccn-1,Cluster 1,0,27.51
gpngajoh-1,Cluster 3,0,23.96
haampddb-1,Cluster 1,0,28.40
foejlaoo-1,Cluster 9,0,41.27
focnefmo-1,Cluster 3,0,36.19
foeioejd-1,Cluster 3,0,32.78
haaljhok-1,Cluster 3,0,19.20
foeincic-1,Cluster 3,0,70.68
foegkakj-1,Cluster 3,0,29.99
eokamjmm-1,Cluster 3,0,48.29
foejocal-1,Cluster 3,0,34.58
haahjole-1,Cluster 11,0,39.65
fpfdahde-1,Cluster 2,0,40.08
haallmib-1,Cluster 1,0,53.11
haabclle-1,Cluster 28,0,32.62
foegmbgn-1,Cluster 1,0,30.01
fpfddpbg-1,Cluster 3,0,36.63
foehbcfn-1,Cluster 9,0,69.28
gpnakpod-1,Cluster 7,0,8.03
gcaaecba-1,Cluster 6,0,24.25
gpnakdod-1,Cluster 1,0,21.19
gpmpmchk-1,Cluster 2,0,10.67
gpnakfkg-1,Cluster 3,0,17.80
gcakbgdk-1,Cluster 7,0,14.68
gcajeigj-1,Cluster 3,0,19.96
gpmpklml-1,Cluster 3,0,9.56
gpnahaei-1,Cluster 2,0,44.60
gpmppmeb-1,Cluster 1,0,14.51
fodgbdjf-1,Cluster 3,0,26.95
gpmpcdec-1,Cluster 3,0,19.35
gpmpokpa-1,Cluster 3,0,32.03
fodgdiil-1,Cluster 3,0,29.94
haalcahj-1,Cluster 8,0,36.37
fpgbgmcp-1,Cluster 3,0,46.83
fpgaemnn-1,Cluster 3,0,50.83
fpfjbdnf-1,Cluster 21,0,78.52
foegenek-1,Cluster 3,0,69.28
fpfohohh-1,Cluster 8,0,30.76
fpfdiljb-1,Cluster 3,0,30.61
fpfcekne-1,Cluster 3,0,29.14
fpfpenjk-1,Cluster 3,0,46.91
odlmhgjb-1,Cluster 3,0,108.48
fpfgnbkj-1,Cluster 1,0,5.68
fpfenpfn-1,Cluster 2,0,38.00
fpeppejh-1,Cluster 3,0,18.72
folpbihl-1,Cluster 3,0,30.34
fomadkcb-1,Cluster 2,0,25.17
folhjcee-1,Cluster 4,0,26.59
foljbfje-1,Cluster 3,0,31.22
fomdfahd-1,Cluster 16,0,34.19
fomdlijf-1,Cluster 3,0,29.68
folobomj-1,Cluster 1,0,23.84
fpfjohda-1,Cluster 7,0,53.14
fpeonkah-1,Cluster 1,0,35.58
fpeojpdh-1,Cluster 1,0,24.39
fpffpmpg-1,Cluster 3,0,26.47
fpfikmid-1,Cluster 3,0,38.24
fpeppdmg-1,Cluster 1,0,17.20
