,cell_id,banksy_leiden_0.7
adcdniio-1,adcdniio-1,NA
adcdppfa-1,adcdppfa-1,NA
adcecblb-1,adcecblb-1,NA
adceddcn-1,adceddcn-1,NA
adcefdkm-1,adcefdkm-1,NA
adcegeie-1,adcegeie-1,NA
adcegiia-1,adcegiia-1,NA
adceiekl-1,adceiekl-1,NA
adcemcoc-1,adcemcoc-1,NA
adcemhin-1,adcemhin-1,NA
adcenjfj-1,adcenjfj-1,NA
adceogpb-1,adceogpb-1,NA
adcffcdl-1,adcffcdl-1,NA
adcffnjg-1,adcffnjg-1,NA
adcfgiaf-1,adcfgiaf-1,NA
adcfhake-1,adcfhake-1,NA
adcfjepm-1,adcfjepm-1,NA
adcflefn-1,adcflefn-1,NA
adcfnioe-1,adcfnioe-1,NA
adcgcaaf-1,adcgcaaf-1,NA
adcgchie-1,adcgchie-1,NA
adcgcoab-1,adcgcoab-1,NA
adcgfjnp-1,adcgfjnp-1,NA
adcgfpcd-1,adcgfpcd-1,NA
adcggiga-1,adcggiga-1,NA
adcgglkn-1,adcgglkn-1,NA
adchbppi-1,adchbppi-1,NA
adchhaap-1,adchhaap-1,NA
adchjfne-1,adchjfne-1,NA
adchmndn-1,adchmndn-1,NA
adcibbjp-1,adcibbjp-1,NA
adcibmpk-1,adcibmpk-1,NA
adcihfff-1,adcihfff-1,NA
adcipjcg-1,adcipjcg-1,NA
adcjameo-1,adcjameo-1,NA
adcjhknk-1,adcjhknk-1,NA
adckbppb-1,adckbppb-1,NA
adckcplf-1,adckcplf-1,NA
adckffai-1,adckffai-1,NA
adckijgp-1,adckijgp-1,NA
adcklcml-1,adcklcml-1,NA
adcklnpm-1,adcklnpm-1,NA
adckpjpi-1,adckpjpi-1,NA
adcldedd-1,adcldedd-1,NA
adclfoij-1,adclfoij-1,NA
adclhfim-1,adclhfim-1,NA
adclhgmk-1,adclhgmk-1,NA
adclhjhm-1,adclhjhm-1,NA
adcljlbi-1,adcljlbi-1,NA
adcloopc-1,adcloopc-1,NA
adclpoig-1,adclpoig-1,NA
adcmafia-1,adcmafia-1,NA
adcmejgm-1,adcmejgm-1,NA
adcmhbeo-1,adcmhbeo-1,NA
adcmieeh-1,adcmieeh-1,NA
adcmihgl-1,adcmihgl-1,NA
adcmmoib-1,adcmmoib-1,NA
adcmofkk-1,adcmofkk-1,NA
adcnecid-1,adcnecid-1,NA
adcnhpmh-1,adcnhpmh-1,NA
adcnifod-1,adcnifod-1,NA
adcnnhci-1,adcnnhci-1,NA
adcockmf-1,adcockmf-1,NA
adcohijo-1,adcohijo-1,NA
adcpahan-1,adcpahan-1,NA
adcpcoka-1,adcpcoka-1,NA
adcpdfip-1,adcpdfip-1,NA
adcpiflf-1,adcpiflf-1,NA
adcpnfcp-1,adcpnfcp-1,NA
adcpnlib-1,adcpnlib-1,NA
adcpoaif-1,adcpoaif-1,NA
addaefgb-1,addaefgb-1,NA
addagfbm-1,addagfbm-1,NA
addagneo-1,addagneo-1,NA
addamefn-1,addamefn-1,NA
addancne-1,addancne-1,NA
addbclgk-1,addbclgk-1,NA
addbfghp-1,addbfghp-1,NA
addbigom-1,addbigom-1,NA
addblcbf-1,addblcbf-1,NA
addblpcc-1,addblpcc-1,NA
addboank-1,addboank-1,NA
addcanlf-1,addcanlf-1,NA
addcebmp-1,addcebmp-1,NA
addcklam-1,addcklam-1,NA
addclokl-1,addclokl-1,NA
addcmcck-1,addcmcck-1,NA
addcodoj-1,addcodoj-1,NA
addddjeb-1,addddjeb-1,NA
adddefei-1,adddefei-1,NA
adddejdc-1,adddejdc-1,NA
adddiecl-1,adddiecl-1,NA
adddkfgg-1,adddkfgg-1,NA
adddkmkm-1,adddkmkm-1,NA
adddppdk-1,adddppdk-1,NA
addekoim-1,addekoim-1,NA
addelhif-1,addelhif-1,NA
addemgjj-1,addemgjj-1,NA
addfbmmf-1,addfbmmf-1,NA
addfcgge-1,addfcgge-1,NA
addfgjbe-1,addfgjbe-1,NA
addfhnkc-1,addfhnkc-1,NA
addfiile-1,addfiile-1,NA
addfomgh-1,addfomgh-1,NA
addfpimg-1,addfpimg-1,NA
addghgkg-1,addghgkg-1,NA
addgihln-1,addgihln-1,NA
addgjinh-1,addgjinh-1,NA
addgkboe-1,addgkboe-1,NA
addgkocj-1,addgkocj-1,NA
addgpnnk-1,addgpnnk-1,NA
addhaboc-1,addhaboc-1,NA
addhakjp-1,addhakjp-1,NA
addhfonl-1,addhfonl-1,NA
addhkfnj-1,addhkfnj-1,NA
addiadph-1,addiadph-1,NA
addibbpn-1,addibbpn-1,NA
addifmhk-1,addifmhk-1,NA
addigjje-1,addigjje-1,NA
addimimp-1,addimimp-1,NA
addimokb-1,addimokb-1,NA
addipkeg-1,addipkeg-1,NA
addjaopd-1,addjaopd-1,NA
addjdoka-1,addjdoka-1,NA
addjjoln-1,addjjoln-1,NA
addjnfia-1,addjnfia-1,NA
addkfchk-1,addkfchk-1,NA
addkfhkb-1,addkfhkb-1,NA
addkmnig-1,addkmnig-1,NA
addknech-1,addknech-1,NA
addledgp-1,addledgp-1,NA
addlfjgn-1,addlfjgn-1,NA
addlhkfl-1,addlhkfl-1,NA
addmgnip-1,addmgnip-1,NA
addmhjhj-1,addmhjhj-1,NA
addmidek-1,addmidek-1,NA
addnbibm-1,addnbibm-1,NA
addnbion-1,addnbion-1,NA
addndcjj-1,addndcjj-1,NA
addnfdnl-1,addnfdnl-1,NA
addnjada-1,addnjada-1,NA
addnmaii-1,addnmaii-1,NA
addnoomb-1,addnoomb-1,NA
addobolh-1,addobolh-1,NA
addofnog-1,addofnog-1,NA
addojiad-1,addojiad-1,NA
addombpj-1,addombpj-1,NA
addomlkj-1,addomlkj-1,NA
addonjke-1,addonjke-1,NA
addpallb-1,addpallb-1,NA
addpdhdi-1,addpdhdi-1,NA
