,cell_id,banksy_leiden_0.7
bdillpie-1,bdillpie-1,13
bdilocep-1,bdilocep-1,13
bdiloloi-1,bdiloloi-1,13
bdimckbl-1,bdimckbl-1,13
bdimoomf-1,bdimoomf-1,13
bdindoij-1,bdindoij-1,13
bdinfoai-1,bdinfoai-1,13
bdiocpad-1,bdiocpad-1,13
bdioigdc-1,bdioigdc-1,13
bdiomaoc-1,bdiomaoc-1,13
bdipagnl-1,bdipagnl-1,13
bdjaembb-1,bdjaembb-1,13
bdjbfigi-1,bdjbfigi-1,13
bdjbhdmn-1,bdjbhdmn-1,5
bdjbkmfb-1,bdjbkmfb-1,13
bdjbpabo-1,bdjbpabo-1,5
bdjcbiio-1,bdjcbiio-1,13
bdjccnpj-1,bdjccnpj-1,13
bdjcgpco-1,bdjcgpco-1,13
bdjckdog-1,bdjckdog-1,13
bdjcleif-1,bdjcleif-1,13
bdjclolk-1,bdjclolk-1,13
bdjcnecj-1,bdjcnecj-1,5
bdjcojdo-1,bdjcojdo-1,5
bdjebkdj-1,bdjebkdj-1,13
bdjekjdo-1,bdjekjdo-1,13
bdjfiejd-1,bdjfiejd-1,13
bdjfpebn-1,bdjfpebn-1,13
bdjgbmfm-1,bdjgbmfm-1,13
bdjhcjfb-1,bdjhcjfb-1,13
bdjhekic-1,bdjhekic-1,5
bdjhjnld-1,bdjhjnld-1,5
bdjhlmee-1,bdjhlmee-1,13
bdjhojni-1,bdjhojni-1,13
bdjiccod-1,bdjiccod-1,13
bdjidbnp-1,bdjidbnp-1,13
bdjifhll-1,bdjifhll-1,13
bdjikajn-1,bdjikajn-1,13
bdjjcgfm-1,bdjjcgfm-1,13
bdjknkfc-1,bdjknkfc-1,13
bdjlhefe-1,bdjlhefe-1,13
bdjnkgdf-1,bdjnkgdf-1,5
bdjnoojm-1,bdjnoojm-1,13
bdjokcpn-1,bdjokcpn-1,13
bdjphpcp-1,bdjphpcp-1,13
bdjpifjo-1,bdjpifjo-1,13
bdjpmaic-1,bdjpmaic-1,13
bdkailpk-1,bdkailpk-1,13
bdkalggb-1,bdkalggb-1,13
bdkbckdj-1,bdkbckdj-1,13
bdkbnncd-1,bdkbnncd-1,13
bdkcpgcp-1,bdkcpgcp-1,13
bdkdahlf-1,bdkdahlf-1,13
bdkdbkaf-1,bdkdbkaf-1,13
bdkdkhnb-1,bdkdkhnb-1,13
bdkegjgf-1,bdkegjgf-1,13
bdkehjja-1,bdkehjja-1,13
bdkfeeoi-1,bdkfeeoi-1,13
bdkfhlnl-1,bdkfhlnl-1,13
bdkfkdjn-1,bdkfkdjn-1,13
bdkfpoln-1,bdkfpoln-1,13
bdkgaile-1,bdkgaile-1,13
bdkhbnph-1,bdkhbnph-1,13
bdkhebij-1,bdkhebij-1,13
bdkidaal-1,bdkidaal-1,13
bdkijnbo-1,bdkijnbo-1,13
