,cell_id,initial_cell_type,banksy_leiden_0.7
khaodonl-1,khaodonl-1,Lymphocyte,7
khbaaeae-1,khbaaeae-1,Lymphocyte,7
khbafpbc-1,khbafpbc-1,Myeloid,7
khbampcf-1,khbampcf-1,Lymphocyte,7
khbfkmfp-1,khbfkmfp-1,Fibroblast,4
khbfmbfe-1,khbfmbfe-1,Endothelial-Mural Cell,4
khbgflje-1,khbgflje-1,Fibroblast,4
khbhcgld-1,khbhcgld-1,Fibroblast,4
khbhjmng-1,khbhjmng-1,Fibroblast,7
khbihifj-1,khbihifj-1,Fibroblast,7
khbihngf-1,khbihngf-1,Lymphocyte,7
khbilfpe-1,khbilfpe-1,Fibroblast,1
khbkaeei-1,khbkaeei-1,Lymphocyte,1
khbkomip-1,khbkomip-1,Fibroblast,4
khbmcmma-1,khbmcmma-1,Fibroblast,4
khbmidda-1,khbmidda-1,Fibroblast,4
khbmjkdn-1,khbmjkdn-1,Fibroblast,1
khbnapmm-1,khbnapmm-1,Lymphocyte,7
khbocljl-1,khbocljl-1,Fibroblast,1
khboidmb-1,khboidmb-1,Lymphocyte,1
khbpkipo-1,khbpkipo-1,Fibroblast,1
khcammkm-1,khcammkm-1,Fibroblast,4
khcbbpgg-1,khcbbpgg-1,Lymphocyte,1
khccnpla-1,khccnpla-1,Myeloid,1
khcdigce-1,khcdigce-1,Lymphocyte,1
khceooia-1,khceooia-1,Fibroblast,1
khcgfhpb-1,khcgfhpb-1,Myeloid,4
khcgjedh-1,khcgjedh-1,Endothelial-Mural Cell,4
khciclnc-1,khciclnc-1,Myeloid,3
khciifhn-1,khciifhn-1,Endothelial-Mural Cell,4
khciknah-1,khciknah-1,Endothelial-Mural Cell,4
khcimakk-1,khcimakk-1,Endothelial-Mural Cell,3
khcindmi-1,khcindmi-1,Fibroblast,3
khckeijo-1,khckeijo-1,Fibroblast,4
khclmjdm-1,khclmjdm-1,Fibroblast,3
khcmfiml-1,khcmfiml-1,Myeloid,3
khcmnamf-1,khcmnamf-1,Fibroblast,4
khcmopkj-1,khcmopkj-1,Fibroblast,4
khcofdlf-1,khcofdlf-1,Fibroblast,4
khcokebj-1,khcokebj-1,Lymphocyte,12
khcpmloi-1,khcpmloi-1,Cholangiocyte,4
khddedpp-1,khddedpp-1,Cholangiocyte,21
khddhopp-1,khddhopp-1,Cholangiocyte,21
khdeaegh-1,khdeaegh-1,Myeloid,4
khdhbokg-1,khdhbokg-1,Lymphocyte,4
khdhgocj-1,khdhgocj-1,Cholangiocyte,21
khdhpcom-1,khdhpcom-1,Cholangiocyte,21
khdjjgop-1,khdjjgop-1,Cholangiocyte,2
khdjnhop-1,khdjnhop-1,Cholangiocyte,2
khdkpmmh-1,khdkpmmh-1,Cholangiocyte,21
khdmkpjl-1,khdmkpjl-1,Cholangiocyte,21
khdnfnek-1,khdnfnek-1,Cholangiocyte,21
khdnieef-1,khdnieef-1,Cholangiocyte,21
khdpfane-1,khdpfane-1,Fibroblast,12
kheabfdf-1,kheabfdf-1,Myeloid,1
kheaifdk-1,kheaifdk-1,Myeloid,1
khegcmlc-1,khegcmlc-1,Lymphocyte,8
khegigjf-1,khegigjf-1,Necrosis,8
kheheood-1,kheheood-1,Endothelial-Mural Cell,12
khehkpgd-1,khehkpgd-1,Myeloid,1
kheidifc-1,kheidifc-1,Unknown,8
kheieili-1,kheieili-1,Endothelial-Mural Cell,10
kheimice-1,kheimice-1,Hepatocyte,10
khejdegm-1,khejdegm-1,Hepatocyte,10
khejidli-1,khejidli-1,Myeloid,10
khelnijf-1,khelnijf-1,Fibroblast,10
khemecjp-1,khemecjp-1,Hepatocyte,10
khemjlbf-1,khemjlbf-1,Endothelial-Mural Cell,7
kheobjna-1,kheobjna-1,Fibroblast,7
khepapjk-1,khepapjk-1,Lymphocyte,7
khfdbdal-1,khfdbdal-1,Lymphocyte,7
khfdiplj-1,khfdiplj-1,Myeloid,7
khfdoagl-1,khfdoagl-1,Lymphocyte,7
khfedkce-1,khfedkce-1,Lymphocyte,7
khfffene-1,khfffene-1,Fibroblast,7
khfgmbcl-1,khfgmbcl-1,Lymphocyte,7
khfgmjmd-1,khfgmjmd-1,Fibroblast,10
khfhdfgd-1,khfhdfgd-1,Fibroblast,10
khfjbljc-1,khfjbljc-1,Hepatocyte,10
khfknebo-1,khfknebo-1,Fibroblast,10
khflmfef-1,khflmfef-1,Endothelial-Mural Cell,4
khflppca-1,khflppca-1,Fibroblast,4
khfmpfdh-1,khfmpfdh-1,Myeloid,10
khfmpfmk-1,khfmpfmk-1,Endothelial-Mural Cell,4
khfniaha-1,khfniaha-1,Fibroblast,10
khfnolkl-1,khfnolkl-1,Myeloid,10
khgaepdf-1,khgaepdf-1,Hepatocyte,10
khgajbbi-1,khgajbbi-1,Hepatocyte,10
khgbclgp-1,khgbclgp-1,Hepatocyte,10
khgbpppk-1,khgbpppk-1,Lymphocyte,10
khgcdlen-1,khgcdlen-1,Hepatocyte,10
khgdhgnk-1,khgdhgnk-1,Hepatocyte,10
khgedlmd-1,khgedlmd-1,Myeloid,10
khggnakj-1,khggnakj-1,Endothelial-Mural Cell,10
khghhjia-1,khghhjia-1,Fibroblast,10
khgidkdj-1,khgidkdj-1,Endothelial-Mural Cell,10
khgiennj-1,khgiennj-1,Hepatocyte,4
khglonbm-1,khglonbm-1,Myeloid,10
khgmfbbn-1,khgmfbbn-1,Myeloid,10
khgndpoa-1,khgndpoa-1,Myeloid,10
khgofekm-1,khgofekm-1,Myeloid,10
khgommhi-1,khgommhi-1,Myeloid,4
khhapemi-1,khhapemi-1,Fibroblast,4
khhbildp-1,khhbildp-1,Myeloid,10
khhgifgh-1,khhgifgh-1,Myeloid,10
khhhicfk-1,khhhicfk-1,Hepatocyte,4
khhhkepc-1,khhhkepc-1,Myeloid,4
khhipich-1,khhipich-1,Hepatocyte,10
khhjfgpi-1,khhjfgpi-1,Myeloid,4
khhlobmp-1,khhlobmp-1,Myeloid,4
khhoaafb-1,khhoaafb-1,Myeloid,4
khhogndb-1,khhogndb-1,Myeloid,4
khhplihd-1,khhplihd-1,Myeloid,4
khiaakbd-1,khiaakbd-1,Myeloid,7
khiamjnc-1,khiamjnc-1,Myeloid,4
khibaple-1,khibaple-1,Hepatocyte,10
khicdlbm-1,khicdlbm-1,Fibroblast,7
khicjdbp-1,khicjdbp-1,Lymphocyte,7
khicokld-1,khicokld-1,Myeloid,7
khidnjhf-1,khidnjhf-1,Fibroblast,7
khifgmkf-1,khifgmkf-1,Fibroblast,4
khiipnfh-1,khiipnfh-1,Myeloid,8
khikofam-1,khikofam-1,Endothelial-Mural Cell,4
khilgpcb-1,khilgpcb-1,Myeloid,1
khinhoii-1,khinhoii-1,Lymphocyte,4
khioamim-1,khioamim-1,Cholangiocyte,7
khiopdif-1,khiopdif-1,Cholangiocyte,7
khippkeg-1,khippkeg-1,Cholangiocyte,7
khjabcjb-1,khjabcjb-1,Cholangiocyte,7
khjaflic-1,khjaflic-1,Myeloid,7
khjbiiei-1,khjbiiei-1,Lymphocyte,7
khjckdif-1,khjckdif-1,Fibroblast,7
khjegaki-1,khjegaki-1,Fibroblast,4
khjfloii-1,khjfloii-1,Myeloid,7
khjibmej-1,khjibmej-1,Lymphocyte,7
khjlpccc-1,khjlpccc-1,Lymphocyte,8
khjmanfi-1,khjmanfi-1,Endothelial-Mural Cell,4
khjmdbej-1,khjmdbej-1,Lymphocyte,8
khjnnfdg-1,khjnnfdg-1,Lymphocyte,7
khjodoeb-1,khjodoeb-1,Myeloid,7
khjpecdd-1,khjpecdd-1,Endothelial-Mural Cell,4
khkabihk-1,khkabihk-1,Myeloid,4
khkcbhok-1,khkcbhok-1,Myeloid,4
khkcikkk-1,khkcikkk-1,Fibroblast,10
khkcmben-1,khkcmben-1,Hepatocyte,10
khkdolbf-1,khkdolbf-1,Myeloid,4
khkhngnk-1,khkhngnk-1,Fibroblast,10
khkkabpi-1,khkkabpi-1,Fibroblast,10
khkkgbdi-1,khkkgbdi-1,Endothelial-Mural Cell,10
khkkgnml-1,khkkgnml-1,Endothelial-Mural Cell,10
khklmkfn-1,khklmkfn-1,Myeloid,10
khkmhfde-1,khkmhfde-1,Fibroblast,10
khknccnb-1,khknccnb-1,Endothelial-Mural Cell,10
khkocffg-1,khkocffg-1,Fibroblast,4
khkojdbl-1,khkojdbl-1,Myeloid,10
khkpakdn-1,khkpakdn-1,Fibroblast,4
khlchmhb-1,khlchmhb-1,Myeloid,4
khldghgj-1,khldghgj-1,Hepatocyte,10
khldhpfi-1,khldhpfi-1,Hepatocyte,10
khleeeap-1,khleeeap-1,Myeloid,10
khlepdno-1,khlepdno-1,Hepatocyte,10
khlggclm-1,khlggclm-1,Hepatocyte,10
khlgkedn-1,khlgkedn-1,Hepatocyte,10
khlhljne-1,khlhljne-1,Hepatocyte,10
khlkaojd-1,khlkaojd-1,Myeloid,1
khlkknla-1,khlkknla-1,Lymphocyte,1
khlmcehk-1,khlmcehk-1,Fibroblast,1
khlmgedc-1,khlmgedc-1,Fibroblast,4
khlocmja-1,khlocmja-1,Fibroblast,1
khlomokk-1,khlomokk-1,Myeloid,4
khlopkji-1,khlopkji-1,Fibroblast,4
khlpfgkp-1,khlpfgkp-1,Fibroblast,1
khlphafh-1,khlphafh-1,Fibroblast,1
khmagojd-1,khmagojd-1,Smooth muscle,3
khmaimgp-1,khmaimgp-1,Smooth muscle,3
khmajoeb-1,khmajoeb-1,Lymphocyte,1
khmchcba-1,khmchcba-1,Endothelial-Mural Cell,7
khmchjap-1,khmchjap-1,Lymphocyte,4
khmebocn-1,khmebocn-1,Endothelial-Mural Cell,4
khmhkhde-1,khmhkhde-1,Fibroblast,1
khmikjem-1,khmikjem-1,Endothelial-Mural Cell,4
khmkgkok-1,khmkgkok-1,Myeloid,4
khmkkgfe-1,khmkkgfe-1,Myeloid,4
khmnjgde-1,khmnjgde-1,Myeloid,4
khmoblnm-1,khmoblnm-1,Fibroblast,7
khmodppa-1,khmodppa-1,Myeloid,7
khmolicg-1,khmolicg-1,Lymphocyte,7
khmpfhkc-1,khmpfhkc-1,Fibroblast,7
khnadelg-1,khnadelg-1,Myeloid,4
khnbhchm-1,khnbhchm-1,Fibroblast,4
khnbnolg-1,khnbnolg-1,Fibroblast,7
khnboiop-1,khnboiop-1,Lymphocyte,7
khndlpjj-1,khndlpjj-1,Myeloid,4
khnfcekm-1,khnfcekm-1,Fibroblast,1
khngahie-1,khngahie-1,Myeloid,9
khnhdbai-1,khnhdbai-1,Fibroblast,1
khnjjmhe-1,khnjjmhe-1,Tumor,3
khnkcjpm-1,khnkcjpm-1,Fibroblast,1
khnkfblo-1,khnkfblo-1,Fibroblast,9
khnknebd-1,khnknebd-1,Fibroblast,9
khnmapnp-1,khnmapnp-1,Fibroblast,1
khnmommk-1,khnmommk-1,Myeloid,1
khnobjea-1,khnobjea-1,Fibroblast,4
khnomnkk-1,khnomnkk-1,Fibroblast,1
khobokne-1,khobokne-1,Fibroblast,4
khoebcbi-1,khoebcbi-1,Lymphocyte,4
khoebkbp-1,khoebkbp-1,Fibroblast,1
khogdhhf-1,khogdhhf-1,Fibroblast,1
khohamjh-1,khohamjh-1,Endothelial-Mural Cell,1
khohmcej-1,khohmcej-1,Smooth muscle,4
khohnjln-1,khohnjln-1,Lymphocyte,1
khokiaad-1,khokiaad-1,Lymphocyte,4
khokmcdp-1,khokmcdp-1,Myeloid,1
kholackp-1,kholackp-1,Myeloid,1
khophfip-1,khophfip-1,Fibroblast,1
khpaklap-1,khpaklap-1,Fibroblast,1
khpallmf-1,khpallmf-1,Fibroblast,1
khpcpgeo-1,khpcpgeo-1,Cholangiocyte,4
khpdiaoj-1,khpdiaoj-1,Fibroblast,4
khpdnjmi-1,khpdnjmi-1,Hepatocyte,4
khpeabjf-1,khpeabjf-1,Fibroblast,4
khpelopm-1,khpelopm-1,Hepatocyte,4
khpfpdgo-1,khpfpdgo-1,Myeloid,10
khphifko-1,khphifko-1,Cholangiocyte,4
khpimilp-1,khpimilp-1,Cholangiocyte,8
khpipoce-1,khpipoce-1,Myeloid,4
khpjfpdf-1,khpjfpdf-1,Cholangiocyte,4
khpjlkmp-1,khpjlkmp-1,Endothelial-Mural Cell,4
khpoeimp-1,khpoeimp-1,Cholangiocyte,10
khpognhc-1,khpognhc-1,Endothelial-Mural Cell,4
khpoodee-1,khpoodee-1,Myeloid,4
kiaaaeda-1,kiaaaeda-1,Hepatocyte,4
kiabbehj-1,kiabbehj-1,Hepatocyte,4
kiabfgda-1,kiabfgda-1,Smooth muscle,4
kiabkepa-1,kiabkepa-1,Tumor,4
kiacefbl-1,kiacefbl-1,Smooth muscle,86
kiadnjkg-1,kiadnjkg-1,Fibroblast,4
kiaebfkl-1,kiaebfkl-1,Tumor,4
kiaephbm-1,kiaephbm-1,Fibroblast,4
kiagljna-1,kiagljna-1,Myeloid,4
kiajebpc-1,kiajebpc-1,Fibroblast,4
kialollj-1,kialollj-1,Necrosis,4
kialonff-1,kialonff-1,Myeloid,4
kialopag-1,kialopag-1,Endothelial-Mural Cell,8
kianclgb-1,kianclgb-1,Hepatocyte,8
kiapahee-1,kiapahee-1,Cholangiocyte,4
kiapkico-1,kiapkico-1,Fibroblast,4
kibahobc-1,kibahobc-1,Endothelial-Mural Cell,4
kibbcgch-1,kibbcgch-1,Fibroblast,3
kibbfbfa-1,kibbfbfa-1,Endothelial-Mural Cell,4
kibcpgdi-1,kibcpgdi-1,Fibroblast,10
kibdgmem-1,kibdgmem-1,Fibroblast,8
kibdohem-1,kibdohem-1,Endothelial-Mural Cell,10
kibejbpd-1,kibejbpd-1,Hepatocyte,7
kibifnal-1,kibifnal-1,Fibroblast,3
kibigndn-1,kibigndn-1,Endothelial-Mural Cell,3
kibmenip-1,kibmenip-1,Cholangiocyte,7
kibneimn-1,kibneimn-1,Fibroblast,7
kibpgkdf-1,kibpgkdf-1,Hepatocyte,10
kicemgmk-1,kicemgmk-1,Endothelial-Mural Cell,3
kicfaoen-1,kicfaoen-1,Fibroblast,3
kicfjbpe-1,kicfjbpe-1,Lymphocyte,4
kicfomhn-1,kicfomhn-1,Fibroblast,3
kiciaigc-1,kiciaigc-1,Fibroblast,3
kicibabg-1,kicibabg-1,Myeloid,10
kicjgbfa-1,kicjgbfa-1,Fibroblast,4
kiclhmkc-1,kiclhmkc-1,Endothelial-Mural Cell,4
kicmoklo-1,kicmoklo-1,Endothelial-Mural Cell,4
kidabbgk-1,kidabbgk-1,Myeloid,4
kidalmjk-1,kidalmjk-1,Myeloid,4
kidgjone-1,kidgjone-1,Endothelial-Mural Cell,4
kidiknbp-1,kidiknbp-1,Fibroblast,3
kidkdanh-1,kidkdanh-1,Endothelial-Mural Cell,3
kidkkgpf-1,kidkkgpf-1,Endothelial-Mural Cell,4
kidlpglb-1,kidlpglb-1,Cholangiocyte,3
kidmdjol-1,kidmdjol-1,Myeloid,4
kidnihan-1,kidnihan-1,Cholangiocyte,4
kidoaapn-1,kidoaapn-1,Tumor,86
kiebpfpl-1,kiebpfpl-1,Tumor,86
kiedldli-1,kiedldli-1,Tumor,86
kiefangk-1,kiefangk-1,Tumor,86
kiefinep-1,kiefinep-1,Tumor,86
kielljhe-1,kielljhe-1,Fibroblast,6
kienabno-1,kienabno-1,Tumor,86
kienmifi-1,kienmifi-1,Tumor,86
kieoaeoa-1,kieoaeoa-1,Lymphocyte,4
kieokjca-1,kieokjca-1,Endothelial-Mural Cell,4
kiepjdfb-1,kiepjdfb-1,Cholangiocyte,4
kifafmdj-1,kifafmdj-1,Myeloid,3
kifamnne-1,kifamnne-1,Endothelial-Mural Cell,3
kifaopbn-1,kifaopbn-1,Endothelial-Mural Cell,3
kifdkfia-1,kifdkfia-1,Fibroblast,3
kiffeajo-1,kiffeajo-1,Endothelial-Mural Cell,3
kifgflon-1,kifgflon-1,Endothelial-Mural Cell,3
kifificd-1,kifificd-1,Fibroblast,3
kifjkggk-1,kifjkggk-1,Smooth muscle,3
kifkifof-1,kifkifof-1,Fibroblast,3
kiflajaf-1,kiflajaf-1,Fibroblast,4
kiflbpnb-1,kiflbpnb-1,Fibroblast,3
kifleooj-1,kifleooj-1,Myeloid,8
kiflgenc-1,kiflgenc-1,Myeloid,4
kiflmiik-1,kiflmiik-1,Myeloid,4
kiflnkjf-1,kiflnkjf-1,Myeloid,4
kifmillb-1,kifmillb-1,Myeloid,4
kifngoia-1,kifngoia-1,Lymphocyte,8
kifnmidk-1,kifnmidk-1,Fibroblast,3
kifoappj-1,kifoappj-1,Myeloid,4
kifpklna-1,kifpklna-1,Myeloid,4
kifpnojk-1,kifpnojk-1,Fibroblast,4
kigdgmfo-1,kigdgmfo-1,Fibroblast,4
kigdonie-1,kigdonie-1,Fibroblast,4
kighcjih-1,kighcjih-1,Myeloid,3
kigjfjem-1,kigjfjem-1,Endothelial-Mural Cell,3
kigkmfpc-1,kigkmfpc-1,Endothelial-Mural Cell,3
kigknbck-1,kigknbck-1,Fibroblast,3
kiglfpok-1,kiglfpok-1,Fibroblast,4
kiglhhon-1,kiglhhon-1,Lymphocyte,4
kiglplom-1,kiglplom-1,Myeloid,8
kigmelgf-1,kigmelgf-1,Endothelial-Mural Cell,4
kigojlgp-1,kigojlgp-1,Myeloid,3
kigokgcm-1,kigokgcm-1,Lymphocyte,4
kigokjic-1,kigokjic-1,Lymphocyte,3
kigpkfei-1,kigpkfei-1,Endothelial-Mural Cell,8
kihaclim-1,kihaclim-1,Fibroblast,4
kihdeogh-1,kihdeogh-1,Fibroblast,4
kihehlpp-1,kihehlpp-1,Lymphocyte,4
kihejjbp-1,kihejjbp-1,Myeloid,4
kihekdli-1,kihekdli-1,Smooth muscle,8
kihfeceo-1,kihfeceo-1,Fibroblast,7
kihhfabd-1,kihhfabd-1,Fibroblast,4
kihhimdc-1,kihhimdc-1,Fibroblast,4
kihifplp-1,kihifplp-1,Fibroblast,3
kihihcgl-1,kihihcgl-1,Endothelial-Mural Cell,3
kihjfbeo-1,kihjfbeo-1,Lymphocyte,7
kihkdkck-1,kihkdkck-1,Endothelial-Mural Cell,3
kihkeicm-1,kihkeicm-1,Myeloid,7
kihkidlb-1,kihkidlb-1,Fibroblast,7
kihlgage-1,kihlgage-1,Lymphocyte,4
kihmadec-1,kihmadec-1,Myeloid,4
kihnfpgn-1,kihnfpgn-1,Myeloid,4
kihojmdn-1,kihojmdn-1,Endothelial-Mural Cell,3
kihpaeoa-1,kihpaeoa-1,Myeloid,3
kiiccjpg-1,kiiccjpg-1,Fibroblast,4
kiidmmcj-1,kiidmmcj-1,Fibroblast,4
kiifoaep-1,kiifoaep-1,Endothelial-Mural Cell,3
kiigeipe-1,kiigeipe-1,Myeloid,3
kiikeogl-1,kiikeogl-1,Endothelial-Mural Cell,3
kiildjag-1,kiildjag-1,Endothelial-Mural Cell,3
kiimamje-1,kiimamje-1,Fibroblast,3
kiiogdce-1,kiiogdce-1,Hepatocyte,10
kiiolclp-1,kiiolclp-1,Endothelial-Mural Cell,10
kiiomdgj-1,kiiomdgj-1,Myeloid,10
kiipoann-1,kiipoann-1,Fibroblast,10
kijabgjl-1,kijabgjl-1,Hepatocyte,10
kijabmof-1,kijabmof-1,Myeloid,10
kijaljdn-1,kijaljdn-1,Hepatocyte,10
kijbioaa-1,kijbioaa-1,Myeloid,10
kijeocda-1,kijeocda-1,Fibroblast,10
kijfnkhj-1,kijfnkhj-1,Fibroblast,4
kijiecfh-1,kijiecfh-1,Myeloid,10
kijiekgl-1,kijiekgl-1,Fibroblast,10
kijinpco-1,kijinpco-1,Fibroblast,10
kijkedai-1,kijkedai-1,Fibroblast,10
kijkifjm-1,kijkifjm-1,Endothelial-Mural Cell,4
kijkkekn-1,kijkkekn-1,Myeloid,4
kijlddjl-1,kijlddjl-1,Endothelial-Mural Cell,4
kijldngk-1,kijldngk-1,Fibroblast,4
kijlejif-1,kijlejif-1,Fibroblast,10
kijlkiph-1,kijlkiph-1,Fibroblast,10
kijoaijg-1,kijoaijg-1,Hepatocyte,10
kijoiila-1,kijoiila-1,Endothelial-Mural Cell,10
kijpnglj-1,kijpnglj-1,Hepatocyte,10
kikacfcf-1,kikacfcf-1,Lymphocyte,4
kikafjaf-1,kikafjaf-1,Fibroblast,18
kikbeekm-1,kikbeekm-1,Fibroblast,1
kikcinpl-1,kikcinpl-1,Myeloid,1
kikggfai-1,kikggfai-1,Fibroblast,1
kikhcddo-1,kikhcddo-1,Lymphocyte,1
kikiolhh-1,kikiolhh-1,Fibroblast,1
kikkgnen-1,kikkgnen-1,Lymphocyte,9
kiklcppb-1,kiklcppb-1,Myeloid,4
kikmebed-1,kikmebed-1,Fibroblast,4
kikmkkoo-1,kikmkkoo-1,Myeloid,4
kikomhjf-1,kikomhjf-1,Endothelial-Mural Cell,3
kikpoklb-1,kikpoklb-1,Endothelial-Mural Cell,3
kildhikn-1,kildhikn-1,Endothelial-Mural Cell,3
kilekbhd-1,kilekbhd-1,Myeloid,3
kileopcp-1,kileopcp-1,Myeloid,3
kilfcdbb-1,kilfcdbb-1,Fibroblast,3
kilgemog-1,kilgemog-1,Myeloid,4
kilghpcj-1,kilghpcj-1,Endothelial-Mural Cell,3
killkhhl-1,killkhhl-1,Fibroblast,3
kilmaaeh-1,kilmaaeh-1,Endothelial-Mural Cell,3
kilmaioa-1,kilmaioa-1,Hepatocyte,4
kilmjajg-1,kilmjajg-1,Endothelial-Mural Cell,3
kimbabpl-1,kimbabpl-1,Myeloid,3
kimbkpkj-1,kimbkpkj-1,Fibroblast,10
kimdkdkp-1,kimdkdkp-1,Endothelial-Mural Cell,10
kimdnfap-1,kimdnfap-1,Hepatocyte,4
kimghpjf-1,kimghpjf-1,Fibroblast,4
kimhgmhl-1,kimhgmhl-1,Hepatocyte,10
kimiddcf-1,kimiddcf-1,Myeloid,1
kimilhnc-1,kimilhnc-1,Fibroblast,4
kimjlngd-1,kimjlngd-1,Fibroblast,4
kimjnbdl-1,kimjnbdl-1,Myeloid,1
kimkpdda-1,kimkpdda-1,Fibroblast,3
kimmbbhl-1,kimmbbhl-1,Lymphocyte,4
kimncidg-1,kimncidg-1,Fibroblast,4
kimoogfb-1,kimoogfb-1,Fibroblast,4
kimpbfoe-1,kimpbfoe-1,Lymphocyte,7
kincddcf-1,kincddcf-1,Fibroblast,1
kinecghl-1,kinecghl-1,Endothelial-Mural Cell,3
kinefahh-1,kinefahh-1,Fibroblast,3
kinenejp-1,kinenejp-1,Endothelial-Mural Cell,3
kinfmdki-1,kinfmdki-1,Smooth muscle,4
kingenid-1,kingenid-1,Endothelial-Mural Cell,4
kingkiah-1,kingkiah-1,Myeloid,3
kinhcemc-1,kinhcemc-1,Fibroblast,3
kiniilpg-1,kiniilpg-1,Fibroblast,4
kinjgodl-1,kinjgodl-1,Fibroblast,4
kinldhej-1,kinldhej-1,Myeloid,4
kinmgfnd-1,kinmgfnd-1,Myeloid,4
kinmjeah-1,kinmjeah-1,Fibroblast,4
kinopafd-1,kinopafd-1,Endothelial-Mural Cell,4
kiobkoii-1,kiobkoii-1,Endothelial-Mural Cell,3
kiocjmag-1,kiocjmag-1,Smooth muscle,3
kiocmepa-1,kiocmepa-1,Endothelial-Mural Cell,3
kiodbgba-1,kiodbgba-1,Lymphocyte,3
kiodcilk-1,kiodcilk-1,Myeloid,3
kiodclai-1,kiodclai-1,Endothelial-Mural Cell,4
kiodjjio-1,kiodjjio-1,Endothelial-Mural Cell,3
kiodkgaf-1,kiodkgaf-1,Fibroblast,4
kioebdpi-1,kioebdpi-1,Fibroblast,4
kioenoph-1,kioenoph-1,Myeloid,4
kioffcao-1,kioffcao-1,Fibroblast,4
kiofgkba-1,kiofgkba-1,Myeloid,4
kiogfigh-1,kiogfigh-1,Myeloid,4
kioldngo-1,kioldngo-1,Fibroblast,4
kiolfenp-1,kiolfenp-1,Endothelial-Mural Cell,1
kiomneoh-1,kiomneoh-1,Cholangiocyte,4
kiookljp-1,kiookljp-1,Fibroblast,1
kiopcodg-1,kiopcodg-1,Myeloid,1
kipagmbp-1,kipagmbp-1,Fibroblast,1
kipdacdb-1,kipdacdb-1,Endothelial-Mural Cell,1
kipdhbbn-1,kipdhbbn-1,Lymphocyte,1
kipeeogl-1,kipeeogl-1,Fibroblast,1
kiplnlpj-1,kiplnlpj-1,Necrosis,1
kipokonh-1,kipokonh-1,Lymphocyte,3
kjacllmh-1,kjacllmh-1,Lymphocyte,1
kjafolnm-1,kjafolnm-1,Endothelial-Mural Cell,1
kjahfchp-1,kjahfchp-1,Myeloid,4
kjaicfpl-1,kjaicfpl-1,Lymphocyte,4
kjakejge-1,kjakejge-1,Myeloid,4
kjakofie-1,kjakofie-1,Smooth muscle,3
kjaliigb-1,kjaliigb-1,Endothelial-Mural Cell,3
kjalmpnk-1,kjalmpnk-1,Lymphocyte,3
kjanfbbj-1,kjanfbbj-1,Lymphocyte,1
kjanplim-1,kjanplim-1,Fibroblast,9
kjaopgjb-1,kjaopgjb-1,Myeloid,4
kjapkkmo-1,kjapkkmo-1,Lymphocyte,1
kjbaamnl-1,kjbaamnl-1,Fibroblast,4
kjbabjcm-1,kjbabjcm-1,Fibroblast,1
kjbbhjfe-1,kjbbhjfe-1,Myeloid,1
kjbcapbi-1,kjbcapbi-1,Smooth muscle,1
kjbcifck-1,kjbcifck-1,Myeloid,2
kjbfbdll-1,kjbfbdll-1,Fibroblast,2
kjbfflda-1,kjbfflda-1,Fibroblast,1
kjbgdala-1,kjbgdala-1,Cholangiocyte,1
kjbhammh-1,kjbhammh-1,Myeloid,2
kjbhdkjm-1,kjbhdkjm-1,Lymphocyte,1
kjbhhpfo-1,kjbhhpfo-1,Fibroblast,1
kjbhppcf-1,kjbhppcf-1,Fibroblast,2
kjbiahbl-1,kjbiahbl-1,Endothelial-Mural Cell,1
kjbidbco-1,kjbidbco-1,Endothelial-Mural Cell,4
kjbiekei-1,kjbiekei-1,Lymphocyte,1
kjbjicmp-1,kjbjicmp-1,Fibroblast,7
kjblcbdn-1,kjblcbdn-1,Lymphocyte,7
kjblfddf-1,kjblfddf-1,Lymphocyte,1
kjblhmde-1,kjblhmde-1,Myeloid,7
kjbmgiop-1,kjbmgiop-1,Lymphocyte,1
kjbomegb-1,kjbomegb-1,Lymphocyte,7
kjbplnoa-1,kjbplnoa-1,Lymphocyte,1
kjcabban-1,kjcabban-1,Lymphocyte,1
kjcbandk-1,kjcbandk-1,Hepatocyte,10
kjcbnodn-1,kjcbnodn-1,Hepatocyte,10
kjcdcdmh-1,kjcdcdmh-1,Endothelial-Mural Cell,10
kjcdhkbl-1,kjcdhkbl-1,Necrosis,10
kjcebhdd-1,kjcebhdd-1,Cholangiocyte,4
kjcejgco-1,kjcejgco-1,Fibroblast,10
kjcflfid-1,kjcflfid-1,Myeloid,10
kjcfmcga-1,kjcfmcga-1,Myeloid,4
kjcgaaoo-1,kjcgaaoo-1,Hepatocyte,10
kjcgjcfo-1,kjcgjcfo-1,Myeloid,4
kjcifggo-1,kjcifggo-1,Fibroblast,4
kjckadpa-1,kjckadpa-1,Fibroblast,4
kjcldogd-1,kjcldogd-1,Endothelial-Mural Cell,10
kjcmdnll-1,kjcmdnll-1,Hepatocyte,10
kjcmhimp-1,kjcmhimp-1,Hepatocyte,10
kjcmongm-1,kjcmongm-1,Hepatocyte,10
kjcpcpmp-1,kjcpcpmp-1,Myeloid,10
kjdaaelk-1,kjdaaelk-1,Hepatocyte,10
kjdajhcp-1,kjdajhcp-1,Myeloid,10
kjdcaoaf-1,kjdcaoaf-1,Fibroblast,10
kjddenjc-1,kjddenjc-1,Hepatocyte,10
kjdfcopc-1,kjdfcopc-1,Endothelial-Mural Cell,4
kjdffjkk-1,kjdffjkk-1,Myeloid,4
