,cell_id,banksy_leiden_0.7
aajcgmlb-1,aajcgmlb-1,10
aajcmfgb-1,aajcmfgb-1,10
aajcpmjh-1,aajcpmjh-1,10
aajddcog-1,aajddcog-1,10
aajdgcan-1,aajdgcan-1,10
aajdmjmp-1,aajdmjmp-1,10
aajeafjp-1,aajeafjp-1,10
aajecgnb-1,aajecgnb-1,10
aajegpnh-1,aajegpnh-1,10
aajeinfl-1,aajeinfl-1,4
aajejgej-1,aajejgej-1,10
aajenecc-1,aajenecc-1,10
aajfgkoh-1,aajfgkoh-1,10
aajfncie-1,aajfncie-1,10
aajgahhn-1,aajgahhn-1,10
aajgflli-1,aajgflli-1,10
aajgibhg-1,aajgibhg-1,10
aajhbeoa-1,aajhbeoa-1,10
aajhckfk-1,aajhckfk-1,10
aajhdbmc-1,aajhdbmc-1,10
aajhgoaj-1,aajhgoaj-1,10
aajhhedj-1,aajhhedj-1,10
aajhijed-1,aajhijed-1,4
aajhnapm-1,aajhnapm-1,4
aajiamdh-1,aajiamdh-1,4
aajigfbj-1,aajigfbj-1,3
aajijlke-1,aajijlke-1,10
aajjgbdk-1,aajjgbdk-1,10
aajjpgal-1,aajjpgal-1,10
aajjphik-1,aajjphik-1,10
